2025-05-19,0.7634190009191975,0.763419000919197,1.359141074187428,1.3591410741874272,0.7818528754876933,1.538399833011322,1.538399833011323,1.9200896145510158,1.9200896145510162,1.9200896145510158,1.6748879856749253,1.6748879856749253,1.6748879856749255,1.4444234179628077,1.4444234179628077,1.4444234179628075,1.4444234179628075,1.444423417962807,1.3148643655430219,1.3148643655430237,1.3148643655430234,1.3148643655430228,1.0491186849026322,1.0491186849026324,0.7911184711450028,0.7911184711450024,0.7911184711450024,0.7911184711450026,0.7911184711450026,0.7911184711450028,0.7911184711450028,0.7911184711450024,0.7108644071258567,0.4078746742350462,0.4078746742350466,0.4078746742350465,-0.15803408496504306,-0.15803408496504306,-0.36846744778600493,-0.31922000657230754,-0.3192200065723075,-0.31922000657230754,-0.31922000657230765,-0.3192200065723076,-0.31922000657230765,-0.3192200065723077,-0.31922000657230754,-0.31922000657230754,-0.31922000657230754,-0.3192200065723076,-0.7658531987057573,-0.7658531987057573,-0.7658531987057573,-0.7658531987057574,-0.7658531987057574,-0.7658531987057575,-0.7658531987057571,-0.7658531987057569,-0.7658531987057569,-0.765853198705757,-0.7658531987057569,-0.7658531987057569,-0.7658531987057569,-0.7658531987057569,-1.3300970139483752,-1.3300970139483752,-1.3300970139483754,-1.3300970139483754,-1.3300970139483754,-1.005714683843741,-1.005714683843741,-1.005714683843741,-1.005714683843741,-1.005714683843741,-1.0057146838437407,-1.0057146838437407,-1.067594345608344,-1.4460712639966995,-1.4460712639966997,-1.4460712639966997,-1.1777194314644148,-1.177719431464416,-1.1777194314644162,-0.9659110692985104
2025-05-20,0.7264036901595704,0.72640369015957,1.3217610564817435,1.3217610564817428,0.7448286757570232,1.5008786284303148,1.5008786284303157,1.8822188897752117,1.8822188897752123,1.8822188897752117,1.6372494599612444,1.6372494599612444,1.6372494599612446,1.406978053605721,1.406978053605721,1.4069780536057208,1.4069780536057206,1.4069780536057204,1.277516971830963,1.2775169718309645,1.2775169718309645,1.2775169718309638,1.0119484452406744,1.0119484452406744,0.754089745864932,0.7540897458649317,0.7540897458649317,0.7540897458649318,0.7540897458649319,0.754089745864932,0.754089745864932,0.7540897458649317,0.6738736017012587,0.3710010261976474,0.37100102619764774,0.3710010261976477,-0.19479860577445993,-0.19479860577445993,-0.4052277190863128,-0.35597950958149144,-0.3559795095814913,-0.35597950958149144,-0.3559795095814915,-0.3559795095814915,-0.35597950958149155,-0.35597950958149155,-0.35597950958149144,-0.35597950958149144,-0.35597950958149144,-0.3559795095814915,-0.8026590667042658,-0.8026590667042657,-0.8026590667042657,-0.8026590667042658,-0.8026590667042658,-0.802659066704266,-0.8026590667042656,-0.8026590667042653,-0.8026590667042653,-0.8026590667042655,-0.8026590667042653,-0.8026590667042653,-0.8026590667042652,-0.8026590667042652,-1.367088122218557,-1.367088122218557,-1.367088122218557,-1.367088122218557,-1.367088122218557,-1.0425820061035722,-1.0425820061035722,-1.0425820061035722,-1.0425820061035722,-1.0425820061035722,-1.042582006103572,-1.0425820061035718,-1.1044816694726556,-1.4831179957005227,-1.4831179957005227,-1.4831179957005227,-1.2146465620830302,-1.2146465620830313,-1.2146465620830313,-1.0027664250001591
2025-05-21,0.6263814102719547,0.6263814102719544,1.2196660061025233,1.2196660061025228,0.6447488188778999,1.398073042815999,1.3980730428159998,1.7777637148030065,1.7777637148030077,1.7777637148030065,1.5338754893217554,1.5338754893217554,1.5338754893217557,1.3045500364417826,1.3045500364417826,1.3045500364417824,1.3045500364417824,1.304550036441782,1.1755911762363502,1.1755911762363518,1.1755911762363518,1.1755911762363511,0.9109869668887258,0.9109869668887259,0.6539807917755034,0.6539807917755032,0.6539807917755032,0.6539807917755033,0.6539807917755034,0.6539807917755034,0.6539807917755034,0.6539807917755033,0.574013197341226,0.27200857437987236,0.2720085743798726,0.27200857437987247,-0.2924637327654649,-0.2924637327654649,-0.502495345093245,-0.4533355415931406,-0.4533355415931405,-0.4533355415931406,-0.4533355415931407,-0.4533355415931407,-0.4533355415931408,-0.4533355415931408,-0.4533355415931406,-0.4533355415931406,-0.4533355415931406,-0.4533355415931407,-0.8993158344652217,-0.8993158344652217,-0.8993158344652217,-0.8993158344652218,-0.8993158344652218,-0.8993158344652219,-0.8993158344652213,-0.8993158344652211,-0.8993158344652211,-0.8993158344652212,-0.8993158344652211,-0.8993158344652211,-0.8993158344652211,-0.8993158344652211,-1.4631871689583866,-1.4631871689583866,-1.4631871689583869,-1.4631871689583869,-1.4631871689583869,-1.1389576030729944,-1.1389576030729944,-1.1389576030729944,-1.1389576030729944,-1.1389576030729947,-1.1389576030729942,-1.138957603072994,-1.200795337831948,-1.5791469021562858,-1.5791469021562858,-1.5791469021562858,-1.3108607323284247,-1.310860732328426,-1.3108607323284263,-1.0991841514888834
2025-05-22,0.8619165848971011,0.8619165848971005,1.4603397686644,1.460339768664399,0.8804273933162386,1.6404998043631862,1.6404998043631873,2.024249174203698,2.0242491742036988,2.024249174203698,1.77770229454671,1.77770229454671,1.7777022945467102,1.5460457000706902,1.5460457000706902,1.54604570007069,1.5460457000706898,1.5460457000706895,1.4158468393140022,1.4158468393140045,1.4158468393140042,1.4158468393140036,1.1488559702832597,1.14885597028326,0.889731817045492,0.8897318170454916,0.8897318170454916,0.8897318170454919,0.8897318170454919,0.889731817045492,0.889731817045492,0.8897318170454918,0.8091449474918865,0.5049695183258851,0.5049695183258854,0.5049695183258854,-0.0628608788334985,-0.0628608788334985,-0.27391389929686466,-0.2245259760336104,-0.22452597603361038,-0.2245259760336104,-0.22452597603361046,-0.22452597603361046,-0.2245259760336105,-0.22452597603361052,-0.22452597603361044,-0.22452597603361044,-0.22452597603361044,-0.22452597603361046,-0.6723331505781946,-0.6723331505781945,-0.6723331505781945,-0.6723331505781946,-0.6723331505781946,-0.6723331505781948,-0.6723331505781944,-0.6723331505781943,-0.6723331505781943,-0.6723331505781943,-0.6723331505781943,-0.6723331505781943,-0.6723331505781942,-0.6723331505781942,-1.2377449116107302,-1.2377449116107302,-1.2377449116107306,-1.2377449116107306,-1.2377449116107306,-0.9127335214408664,-0.9127335214408663,-0.9127335214408663,-0.9127335214408663,-0.9127335214408664,-0.9127335214408662,-0.9127335214408661,-0.9747419797810289,-1.353916612691237,-1.353916612691237,-1.353916612691237,-1.0850859923431169,-1.085085992343118,-1.0850859923431182,-0.8728448519241879
2025-05-23,0.6463756309941531,0.6463756309941527,1.24358606639299,1.2435860663929892,0.6648628599039744,1.4231987916326125,1.4231987916326136,1.8055006050367077,1.8055006050367084,1.8055006050367077,1.8055006050367077,1.805500605036708,1.805500605036708,1.5735506874174656,1.5735506874174656,1.5735506874174654,1.5735506874174654,1.573550687417465,1.4431951530438019,1.4431951530438036,1.4431951530438034,1.443195153043803,1.1759011678381703,1.1759011678381706,0.9165058504675107,0.9165058504675102,0.9165058504675102,0.9165058504675103,0.9165058504675104,0.9165058504675107,0.9165058504675107,0.9165058504675102,0.8358392129314207,0.5313819483235027,0.531381948323503,0.531381948323503,-0.0368946679417121,-0.0368946679417121,-0.2480875570439196,-0.19866814868122207,-0.19866814868122204,-0.19866814868122207,-0.19866814868122212,-0.1986681486812221,-0.19866814868122215,-0.19866814868122218,-0.1986681486812221,-0.1986681486812221,-0.1986681486812221,-0.1986681486812221,-0.6467332732692007,-0.6467332732692007,-0.6467332732692007,-0.6467332732692008,-0.6467332732692008,-0.6467332732692009,-0.6467332732692006,-0.6467332732692004,-0.6467332732692004,-0.6467332732692005,-0.6467332732692004,-0.6467332732692004,-0.6467332732692004,-0.6467332732692004,-1.2123837224256548,-1.2123837224256548,-1.212383722425655,-1.212383722425655,-1.212383722425655,-0.8872468651241304,-0.8872468651241303,-0.8872468651241303,-0.8872468651241303,-0.8872468651241305,-0.8872468651241303,-0.88724686512413,-0.9492816994669266,-1.3285926499838923,-1.3285926499838925,-1.3285926499838925,-1.0596697981862688,-1.0596697981862697,-1.05966979818627,-0.8473406174454562
2025-05-27,0.7544837351226599,0.7544837351226594,1.3493511797365172,1.3493511797365165,0.7728918378908983,1.5283434005235021,1.5283434005235033,1.9094498327513818,1.9094498327513827,1.9094498327513818,1.9094498327513818,1.909449832751382,1.909449832751382,1.678205015120775,1.678205015120775,1.678205015120775,1.6782050151207748,1.6782050151207741,1.548273033727595,1.548273033727597,1.5482730337275967,1.548273033727596,1.2819100528316474,1.2819100528316476,1.2819100528316476,1.2819100528316472,1.2819100528316472,1.2819100528316472,1.2819100528316472,1.2819100528316476,1.2819100528316476,1.2819100528316472,1.201288254833789,0.8972555384545823,0.8972555384545831,0.897255538454583,0.3308557574468117,0.3308557574468117,0.12072245387923004,0.16987625013030813,0.1698762501303081,0.16987625013030813,0.1698762501303082,0.16987625013030816,0.16987625013030822,0.16987625013030822,0.16987625013030813,0.16987625013030813,0.16987625013030813,0.16987625013030816,-0.2753841255115338,-0.2753841255115338,-0.2753841255115338,-0.2753841255115338,-0.2753841255115338,-0.2753841255115339,-0.27538412551153374,-0.2753841255115337,-0.2753841255115337,-0.2753841255115337,-0.2753841255115337,-0.2753841255115337,-0.27538412551153363,-0.27538412551153363,-0.836210143564002,-0.836210143564002,-0.836210143564002,-0.836210143564002,-0.836210143564002,-0.5140225398243777,-0.5140225398243777,-0.5140225398243777,-0.5140225398243777,-0.5140225398243778,-0.5140225398243777,-0.5140225398243776,-0.5755315447612567,-0.951248626341933,-0.9512486263419332,-0.9512486263419332,-0.6849410171398007,-0.6849410171398013,-0.6849410171398014,-0.4744453937108804
2025-05-28,0.733770649845864,0.7337706498458636,1.3283746945139667,1.328374694513966,0.7521719466046484,1.5072699732315245,1.5072699732315256,1.8881423984315082,1.8881423984315087,1.8881423984315082,1.8881423984315082,1.8881423984315084,1.8881423984315084,1.6570440678371252,1.6570440678371252,1.657044067837125,1.6570440678371248,1.6570440678371243,1.5271883020955366,1.5271883020955384,1.5271883020955384,1.5271883020955377,1.260967959984542,1.2609679599845423,1.260967959984542,1.2609679599845416,1.2609679599845416,1.2609679599845418,1.2609679599845418,1.260967959984542,1.260967959984542,1.2609679599845416,1.1803857488419613,0.8764874254805051,0.8764874254805057,0.8764874254805055,0.31027577879051454,0.31027577879051454,0.10019185604052251,0.10019185604052247,0.10019185604052244,0.10019185604052247,0.1001918560405225,0.10019185604052248,0.10019185604052251,0.10019185604052253,0.10019185604052247,0.10019185604052247,0.10019185604052247,0.10019185604052248,-0.34502057142883547,-0.34502057142883547,-0.34502057142883547,-0.3450205714288355,-0.3450205714288355,-0.3450205714288356,-0.3450205714288354,-0.3450205714288353,-0.3450205714288353,-0.3450205714288353,-0.3450205714288353,-0.3450205714288353,-0.34502057142883524,-0.34502057142883524,-0.9060237438760346,-0.9060237438760346,-0.9060237438760347,-0.9060237438760347,-0.9060237438760347,-0.5837019911955529,-0.5837019911955528,-0.5837019911955528,-0.5837019911955528,-0.5837019911955529,-0.5837019911955527,-0.5837019911955527,-0.6452298527033058,-1.0211313252595056,-1.0211313252595056,-1.0211313252595056,-0.7546807414311323,-0.754680741431133,-0.7546807414311331,-0.5441143964919906
2025-05-29,0.47554295291612314,0.475542952916123,1.074565277856288,1.0745652778562873,0.4940970960148256,1.2545835124555251,1.254583512455526,1.637537604859627,1.6375376048596277,1.637537604859627,1.637537604859627,1.637537604859627,1.6375376048596275,1.4052259996367695,1.4052259996367695,1.4052259996367693,1.405225999636769,1.4052259996367689,1.2746210809953127,1.2746210809953145,1.2746210809953145,1.2746210809953138,1.006710984338314,1.0067109843383144,1.0067109843383142,1.0067109843383137,1.0067109843383137,1.006710984338314,1.006710984338314,1.0067109843383142,1.0067109843383142,1.0067109843383137,0.9255760410964099,0.6194179005215702,0.6194179005215706,0.6194179005215705,0.6194179005215706,0.6194179005215706,0.40689906362296024,0.40689906362296,0.40689906362295997,0.40689906362296,0.40689906362296013,0.40689906362296013,0.40689906362296024,0.40689906362296024,0.4068990636229601,0.4068990636229601,0.4068990636229601,0.40689906362296013,-0.0429217202321011,-0.04292172023210109,-0.04292172023210109,-0.0429217202321011,-0.0429217202321011,-0.042921720232101106,-0.042921720232101085,-0.04292172023210107,-0.04292172023210107,-0.04292172023210107,-0.04292172023210107,-0.04292172023210107,-0.042921720232101064,-0.042921720232101064,-0.6086950530653601,-0.6086950530653601,-0.6086950530653601,-0.6086950530653601,-0.6086950530653601,-0.2837716568738998,-0.2837716568738998,-0.2837716568738998,-0.2837716568738998,-0.2837716568738998,-0.28377165687389977,-0.2837716568738997,-0.34582494333272285,-0.7246421250939028,-0.7246421250939029,-0.7246421250939029,-0.45617680062364657,-0.456176800623647,-0.456176800623647,-0.24383875528967597
2025-05-30,0.6239354149584323,0.623935414958432,1.2258752105267496,1.225875210526749,0.642569963097843,1.4069017869800933,1.4069017869800942,1.7922078977064673,1.792207897706468,1.7922078977064673,1.7922078977064673,1.7922078977064673,1.7922078977064677,1.5584356646430668,1.5584356646430668,1.5584356646430668,1.5584356646430666,1.558435664643066,1.4270554125307164,1.4270554125307182,1.427055412530718,1.4270554125307175,1.1576567851768098,1.15765678517681,1.1576567851768098,1.1576567851768094,1.1576567851768094,1.1576567851768096,1.1576567851768096,1.1576567851768098,1.1576567851768098,1.1576567851768096,1.076097825612878,0.768450385719713,0.7684503857197137,0.7684503857197136,0.7684503857197137,0.7684503857197137,0.5549995235075708,0.5549995235075704,0.5549995235075704,0.5549995235075704,0.5549995235075706,0.5549995235075706,0.5549995235075708,0.5549995235075708,0.5549995235075705,0.5549995235075705,0.5549995235075705,0.5549995235075706,0.1034763548081858,0.1034763548081858,0.1034763548081858,0.10347635480818582,0.10347635480818582,0.10347635480818583,0.10347635480818579,0.10347635480818577,0.10347635480818577,0.10347635480818577,0.10347635480818577,0.10347635480818577,0.10347635480818576,0.10347635480818576,-0.46392729797464116,-0.46392729797464116,-0.46392729797464116,-0.46392729797464116,-0.46392729797464116,-0.4639272979746414,-0.46392729797464133,-0.46392729797464133,-0.46392729797464133,-0.46392729797464144,-0.46392729797464133,-0.46392729797464116,-0.526242018254624,-0.9068409644415294,-0.9068409644415295,-0.9068409644415295,-0.6370798706928273,-0.637079870692828,-0.637079870692828,-0.4238306543791139
2025-06-02,0.4822225317973653,0.482222531797365,1.0867009730233956,1.0867009730233952,0.5009447028797787,1.2683754478273839,1.2683754478273848,1.6548875967468022,1.6548875967468029,1.6548875967468022,1.6548875967468022,1.6548875967468024,1.6548875967468026,1.4204115016753982,1.4204115016753982,1.4204115016753982,1.420411501675398,1.4204115016753975,1.288597961939149,1.2885979619391505,1.2885979619391503,1.2885979619391499,1.0182247095757986,1.0182247095757988,1.0182247095757988,1.0182247095757981,1.0182247095757981,1.0182247095757986,1.0182247095757986,1.0182247095757988,1.0182247095757988,1.0182247095757984,0.9363475808138272,0.6274017449090193,0.6274017449090199,0.6274017449090198,0.6274017449090199,0.6274017449090199,0.4129573889277424,0.41295738892774225,0.4129573889277422,0.41295738892774225,0.41295738892774236,0.4129573889277423,0.4129573889277424,0.4129573889277425,0.4129573889277423,0.4129573889277423,0.4129573889277423,0.4129573889277423,0.41295738892774253,0.4129573889277425,0.4129573889277425,0.4129573889277426,0.4129573889277426,0.41295738892774264,0.4129573889277424,0.4129573889277423,0.4129573889277423,0.4129573889277423,0.4129573889277423,0.4129573889277423,0.41295738892774225,0.41295738892774225,-0.15760853915394765,-0.15760853915394765,-0.15760853915394768,-0.15760853915394768,-0.15760853915394768,-0.1576085391539477,-0.1576085391539477,-0.1576085391539477,-0.1576085391539477,-0.1576085391539477,-0.15760853915394768,-0.15760853915394765,-0.2201972851963247,-0.6021592639201074,-0.6021592639201075,-0.6021592639201075,-0.33148705853744576,-0.3314870585374461,-0.33148705853744614,-0.11732795988405567
2025-06-03,0.5316799832686456,0.5316799832686454,1.136020783410385,1.1360207834103844,0.5503946500604756,1.3176959124435992,1.3176959124436,1.7042737099452518,1.7042737099452525,1.7042737099452518,1.7042737099452518,1.7042737099452518,1.7042737099452523,1.469747372008702,1.469747372008702,1.469747372008702,1.4697473720087018,1.4697473720087013,1.3379196957151216,1.3379196957151234,1.3379196957151231,1.3379196957151225,1.0675492987178254,1.0675492987178257,1.0675492987178254,1.067549298717825,1.067549298717825,1.0675492987178252,1.0675492987178254,1.0675492987178254,1.0675492987178254,1.067549298717825,0.9856815014171942,0.6768064473643878,0.6768064473643883,0.6768064473643882,0.6768064473643883,0.6768064473643883,0.4624444129121847,0.46244441291218447,0.46244441291218435,0.46244441291218447,0.4624444129121846,0.4624444129121845,0.4624444129121847,0.4624444129121847,0.46244441291218447,0.46244441291218447,0.46244441291218447,0.4624444129121845,0.46244441291218474,0.4624444129121847,0.4624444129121847,0.4624444129121848,0.4624444129121848,0.46244441291218485,0.4624444129121846,0.46244441291218447,0.46244441291218447,0.4624444129121845,0.46244441291218447,0.46244441291218447,0.46244441291218447,0.46244441291218447,-0.10776896029065014,-0.10776896029065014,-0.10776896029065015,-0.10776896029065015,-0.10776896029065015,-0.10776896029065017,-0.10776896029065017,-0.10776896029065017,-0.10776896029065017,-0.10776896029065018,-0.10776896029065015,-0.10776896029065014,-0.10776896029065014,-0.4892756041248092,-0.4892756041248092,-0.4892756041248092,-0.21894658822659144,-0.21894658822659163,-0.21894658822659166,-0.00498831925304842
2025-06-04,0.6975422761975822,0.6975422761975817,1.3043440471440508,1.3043440471440502,0.716321920282106,1.486906858646835,1.4869068586468361,1.8756048947589457,1.8756048947589463,1.8756048947589457,1.8756048947589457,1.8756048947589459,1.8756048947589459,1.6397545126872406,1.6397545126872406,1.6397545126872402,1.63975451268724,1.6397545126872395,1.5072337341637487,1.5072337341637507,1.5072337341637507,1.5072337341637498,1.2355558735225747,1.235555873522575,1.2355558735225747,1.2355558735225742,1.2355558735225742,1.2355558735225745,1.2355558735225745,1.2355558735225747,1.2355558735225747,1.2355558735225745,1.1533222073771214,0.8431913080917474,0.843191308091748,0.8431913080917479,0.843191308091748,0.843191308091748,0.6280725068264646,0.6280725068264644,0.6280725068264643,0.6280725068264644,0.6280725068264645,0.6280725068264644,0.6280725068264646,0.6280725068264648,0.6280725068264644,0.6280725068264644,0.6280725068264644,0.6280725068264644,0.6280725068264649,0.6280725068264648,0.6280725068264648,0.6280725068264649,0.6280725068264649,0.628072506826465,0.6280725068264646,0.6280725068264644,0.6280725068264644,0.6280725068264644,0.6280725068264644,0.6280725068264644,0.6280725068264644,0.6280725068264644,0.05629793849311857,0.05629793849311857,0.056297938493118586,0.056297938493118586,0.056297938493118586,0.0562979384931186,0.05629793849311859,0.05629793849311859,0.05629793849311859,0.0562979384931186,0.056297938493118586,0.05629793849311857,0.05629793849311857,-0.32589112467882386,-0.32589112467882386,-0.32589112467882386,-0.32589112467882386,-0.32589112467882414,-0.3258911246788242,-0.111412480906694
2025-06-05,0.33638364903973683,0.33638364903973667,0.9469140016398899,0.9469140016398891,0.35530247563379247,1.1302921807563722,1.130292180756373,1.5202628348251572,1.520262834825158,1.5202628348251572,1.5202628348251572,1.5202628348251574,1.5202628348251574,1.2837151210612443,1.2837151210612443,1.283715121061244,1.2837151210612439,1.2837151210612434,1.1507011862452614,1.150701186245263,1.150701186245263,1.1507011862452623,0.8777821657749447,0.877782165774945,0.8777821657749448,0.8777821657749444,0.8777821657749444,0.8777821657749445,0.8777821657749447,0.8777821657749448,0.8777821657749448,0.8777821657749444,0.7951113511245281,0.48307200931694355,0.4830720093169439,0.48307200931694383,0.4830720093169439,0.4830720093169439,0.2663856496382394,0.26638564963823924,0.2663856496382392,0.26638564963823924,0.2663856496382393,0.2663856496382393,0.2663856496382394,0.2663856496382394,0.26638564963823924,0.26638564963823924,0.26638564963823924,0.2663856496382393,0.2663856496382394,0.2663856496382394,0.2663856496382394,0.2663856496382394,0.2663856496382394,0.2663856496382395,0.26638564963823935,0.26638564963823924,0.26638564963823924,0.2663856496382393,0.26638564963823924,0.26638564963823924,0.26638564963823924,0.26638564963823924,0.2663856496382391,0.2663856496382391,0.26638564963823913,0.26638564963823913,0.26638564963823913,0.2663856496382392,0.26638564963823913,0.26638564963823913,0.26638564963823913,0.26638564963823924,0.26638564963823913,0.2663856496382391,0.2663856496382391,-0.11949187075205144,-0.11949187075205145,-0.11949187075205145,-0.11949187075205144,-0.11949187075205155,-0.11949187075205155,0.09701075614496413
2025-06-06,0.5158690565356484,0.5158690565356481,1.1270150917551254,1.1270150917551245,0.5347948120661855,1.3107364849033383,1.3107364849033392,1.701681050378199,1.7016810503781994,1.701681050378199,1.701681050378199,1.701681050378199,1.7016810503781992,1.4645029167134072,1.4645029167134072,1.4645029167134072,1.464502916713407,1.4645029167134065,1.3311882208757853,1.331188220875787,1.331188220875787,1.3311882208757861,1.0577728738766639,1.057772873876664,1.057772873876664,1.0577728738766636,1.0577728738766636,1.0577728738766636,1.0577728738766639,1.057772873876664,1.057772873876664,1.0577728738766636,0.9749837095553295,0.6626314719932017,0.6626314719932023,0.6626314719932022,0.6626314719932023,0.6626314719932023,0.44585217123443155,0.4458521712344314,0.4458521712344312,0.4458521712344314,0.4458521712344315,0.44585217123443144,0.44585217123443155,0.4458521712344316,0.4458521712344314,0.4458521712344314,0.4458521712344314,0.44585217123443144,0.44585217123443166,0.4458521712344316,0.4458521712344316,0.44585217123443166,0.44585217123443166,0.4458521712344318,0.44585217123443155,0.4458521712344314,0.4458521712344314,0.44585217123443144,0.4458521712344314,0.4458521712344314,0.4458521712344314,0.4458521712344314,0.4458521712344311,0.4458521712344311,0.4458521712344311,0.4458521712344311,0.4458521712344311,0.4458521712344312,0.4458521712344312,0.4458521712344312,0.4458521712344312,0.44585217123443127,0.44585217123443116,0.4458521712344311,0.4458521712344311,0.06006132041743516,0.060061320417435164,0.060061320417435164,0.06006132041743516,0.06006132041743521,0.06006132041743521,0.27647554906679395
2025-06-09,0.12761979076735377,0.1276197907673537,0.7501554264946911,0.7501554264946907,0.14692425243947785,0.9369719498131627,0.9369719498131635,1.3340193301359178,1.3340193301359184,1.3340193301359178,1.3340193301359178,1.334019330135918,1.334019330135918,1.093216207805548,1.093216207805548,1.0932162078055478,1.0932162078055476,1.0932162078055474,0.9577591225911563,0.9577591225911577,0.9577591225911576,0.9577591225911571,0.679708075745778,0.6797080757457782,0.6797080757457781,0.6797080757457776,0.6797080757457776,0.6797080757457777,0.679708075745778,0.6797080757457781,0.6797080757457781,0.6797080757457777,0.5954498907465965,0.27727463846519873,0.277274638465199,0.2772746384651989,0.27727463846519895,0.27727463846519895,0.05618703377932167,0.056187033779321646,0.05618703377932164,0.056187033779321646,0.05618703377932166,0.05618703377932165,0.05618703377932167,0.05618703377932168,0.05618703377932165,0.05618703377932165,0.05618703377932165,0.05618703377932165,0.05618703377932169,0.05618703377932168,0.05618703377932168,0.056187033779321695,0.056187033779321695,0.0561870337793217,0.05618703377932167,0.05618703377932165,0.05618703377932165,0.05618703377932165,0.05618703377932165,0.05618703377932165,0.056187033779321646,0.056187033779321646,0.05618703377932161,0.05618703377932161,0.05618703377932162,0.05618703377932162,0.05618703377932162,0.05618703377932164,0.056187033779321625,0.056187033779321625,0.056187033779321625,0.05618703377932164,0.05618703377932162,0.05618703377932161,0.05618703377932161,-0.33783171017521996,-0.33783171017521996,-0.33783171017521996,-0.33783171017521996,-0.33783171017522023,-0.3378317101752203,-0.1167122125810744
2025-06-10,0.17274130292927678,0.17274130292927664,0.7950887097677795,0.795088709767779,0.19203677134603414,0.9818895402065637,0.9818895402065645,1.3789657570635911,1.3789657570635918,1.3789657570635911,1.3789657570635911,1.3789657570635914,1.3789657570635916,1.138135065634639,1.138135065634639,1.138135065634639,1.138135065634639,1.1381350656346385,1.0026761262071764,1.002676126207178,1.0026761262071777,1.0026761262071773,0.7246521518301626,0.7246521518301628,0.7246521518301627,0.7246521518301624,0.7246521518301624,0.7246521518301625,0.7246521518301626,0.7246521518301627,0.7246521518301627,0.7246521518301624,0.6404103877745826,0.3223317356790817,0.322331735679082,0.32233173567908197,0.322331735679082,0.322331735679082,0.1013435889801224,0.10134358898012236,0.10134358898012234,0.10134358898012236,0.10134358898012238,0.10134358898012237,0.1013435889801224,0.10134358898012241,0.10134358898012237,0.10134358898012237,0.10134358898012237,0.10134358898012237,0.10134358898012243,0.10134358898012241,0.10134358898012241,0.10134358898012244,0.10134358898012244,0.10134358898012245,0.1013435889801224,0.10134358898012237,0.10134358898012237,0.10134358898012237,0.10134358898012237,0.10134358898012237,0.10134358898012236,0.10134358898012236,0.10134358898012231,0.10134358898012231,0.10134358898012231,0.10134358898012231,0.10134358898012231,0.10134358898012234,0.10134358898012233,0.10134358898012233,0.10134358898012233,0.10134358898012234,0.10134358898012231,0.10134358898012231,0.10134358898012231,-0.29243172740297124,-0.2924317274029713,-0.2924317274029713,-0.29243172740297124,-0.2924317274029716,-0.2924317274029716,-0.07145931030367289
2025-06-11,0.257839858168166,0.25783985816816585,0.8815794120495238,0.8815794120495234,0.277172398357303,1.0688782127209,1.0688782127209007,1.4671383263919417,1.4671383263919422,1.4671383263919417,1.4671383263919417,1.4671383263919417,1.467138326391942,1.2255691185931161,1.2255691185931161,1.2255691185931161,1.225569118593116,1.2255691185931155,1.0897225295148365,1.0897225295148378,1.0897225295148378,1.0897225295148372,0.8109647746853044,0.8109647746853046,0.8109647746853045,0.8109647746853041,0.8109647746853041,0.8109647746853043,0.8109647746853044,0.8109647746853045,0.8109647746853045,0.8109647746853041,0.7265169571736396,0.40772782317306405,0.40772782317306444,0.4077278231730643,0.40772782317306444,0.40772782317306444,0.18630832421454352,0.1863083242145434,0.18630832421454338,0.1863083242145434,0.1863083242145435,0.18630832421454346,0.18630832421454352,0.18630832421454355,0.18630832421454344,0.18630832421454344,0.18630832421454344,0.18630832421454346,0.18630832421454355,0.18630832421454355,0.18630832421454355,0.18630832421454357,0.18630832421454357,0.1863083242145436,0.1863083242145435,0.18630832421454344,0.18630832421454344,0.18630832421454346,0.18630832421454344,0.18630832421454344,0.1863083242145434,0.1863083242145434,0.1863083242145433,0.1863083242145433,0.18630832421454332,0.18630832421454332,0.18630832421454332,0.18630832421454338,0.18630832421454335,0.18630832421454335,0.18630832421454335,0.18630832421454338,0.18630832421454332,0.1863083242145433,0.1863083242145433,-0.208110803726668,-0.20811080372666804,-0.20811080372666804,-0.208110803726668,-0.2081108037266682,-0.2081108037266682,0.013203318682133902
2025-06-12,0.09059141800627941,0.09059141800627936,0.716635520645565,0.7166355206455646,0.11000708566303255,0.9044763765657302,0.9044763765657309,1.3036634935057936,1.303663493505794,1.3036634935057936,1.3036634935057936,1.3036634935057938,1.3036634935057938,1.061568416208674,1.061568416208674,1.061568416208674,1.061568416208674,1.0615684162086736,0.9253767958519878,0.9253767958519893,0.9253767958519892,0.9253767958519887,0.6457987128701391,0.6457987128701392,0.6457987128701391,0.6457987128701389,0.6457987128701389,0.645798712870139,0.645798712870139,0.6457987128701391,0.6457987128701391,0.645798712870139,0.5610723248337254,0.2411041189828737,0.24110411898287393,0.24110411898287384,0.24110411898287393,0.24110411898287393,0.01874571570090138,0.018745715700901375,0.018745715700901368,0.018745715700901375,0.018745715700901378,0.018745715700901378,0.01874571570090138,0.018745715700901385,0.018745715700901375,0.018745715700901375,0.018745715700901375,0.018745715700901378,0.018745715700901385,0.018745715700901385,0.018745715700901385,0.01874571570090139,0.01874571570090139,0.018745715700901392,0.018745715700901378,0.018745715700901375,0.018745715700901375,0.018745715700901378,0.018745715700901375,0.018745715700901375,0.018745715700901375,0.018745715700901375,0.018745715700901364,0.018745715700901364,0.018745715700901364,0.018745715700901364,0.018745715700901364,0.018745715700901368,0.018745715700901368,0.018745715700901368,0.018745715700901368,0.01874571570090137,0.018745715700901364,0.018745715700901364,0.018745715700901364,-0.37759386617560203,-0.3775938661756021,-0.3775938661756021,-0.37759386617560203,-0.3775938661756024,-0.3775938661756024,-0.15516273893798452
